Job no.,Priority,PM,Sales Category,Rework,Order,Promised,Line,OpenQty,Open Value (Discounted),Open Value,Fixture Type,Product Code,Sched. Ship Date,Final Assembly (HRS),Status,Comment,Pick Status,MachineShop Delivered,Wiring Delivered,Issue Resolved,Production Comment,Complexity ,Production Group,Total Sections,Ballast/Driver Qty,(Wiring) Pick Status,(LED) Pick Status,(MS) Pick Status,Material Check,Status2,Missing Materials,ProductionSchedule,Priority List MEETING,Column2,Column3,Complete/Partial,Nc Reason,Solved?,ISSUE,Schedule dashboard,Time 1,Time 2,Time Unid,Value Unid,Real sections,Real Time,Real Value,PRIORITY SEQUENCE,Column1,Column12,Real Status,PRIORITY2,Completed Sections,Remaining Sections,Column4
75375-1,,BALA,Replacement,FALSE,75375,Regular,1,1,2520,2520,H,SCDIPAT-REC-90(4)-300-300-80-35-NO-0.5M-20'-NL-C(RAL 7001-DS211A103)-UNV-DP-1-CTS(72),15/10/2018,16.97,Machine Shop Started,,Picked - Complete,09/10/2018,11/10/2018,TRUE,,C - Small,12,2,4,Picked - Complete,Picked - Complete,Picked - Complete,NO,Machine Shop Started,+lens,,,1,1,Partial Order,Wrong info. In SD,TRUE,,- ,0.282833333,0:15:27,8.485,1260,2,16.97,2520.00,,- ,- ,Machine Shop Started,,0,2,
75239-1,,BALA,Replacement,FALSE,75239,Regular,1,1,450,450,L2-6',BMRLED-750-80-40-FL-6-W-UNV-DP-1-TB9,15/10/2018,6.099,Machine Shop Finished,YRC Damaged the Fixtures,Picked - Complete,09/10/2018,11/10/2018,FALSE,,C - Small,12,1,2,Picked - Complete,Picked - Complete,Picked - Complete,NO,Machine Shop Finished - Incomplete,Material,12/10/2018,,1,#REF!,Complete,0,FALSE,0,- ,0.10165,0:05:33,6.099,450,1,6.10,450.00,,- ,- ,Machine Shop Finished,,0,1,
75239-2,,BALA,Replacement,FALSE,75239,Regular,2,1,900,900,L2-6',BMRLED-750-80-40-FL-12-W-UNV-DP-1-TB9,15/10/2018,8.676,Machine Shop Finished,YRC Damaged the Fixtures,Picked - Complete,09/10/2018,11/10/2018,FALSE,,C - Small,12,1,3,Picked - Complete,Picked - Complete,Picked - Complete,NO,Machine Shop Finished - Incomplete,Material,12/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,0.1446,0:07:54,8.676,900,1,8.68,900.00,,- ,- ,Machine Shop Finished,,0,1,
75134-1,,BALA,Replacement,FALSE,75134,Regular,1,2,540,540,W3,BSLED-1000-80-40-SO-4-W-UNV-DP-1-SC,15/10/2018,8.372,Machine Shop Finished,,Picked - Complete,,11/10/2018,FALSE,,C - Small,12,2,2,Picked - Complete,,,OK,Machine Shop Finished -Ready,,12/10/2018,,1,#REF!,Complete,0,FALSE,0,- ,0.139533333,0:07:37,4.186,270,2,8.37,540.00,,- ,- ,Machine Shop Finished,,0,2,
74923-1,,BALA,Mockup/Samples,FALSE,74923,High Priority,1,1,300,300,ARMSTRONGSAMPLE,B3RLED-SL-500-80-35-FL-4-W-UNV-DP-1-TG15,15/10/2018,2.744,Machine Shop Finished,,Picked - Complete,,,FALSE,,C - Small,12,1,1,,Picked - Complete,,NO,Machine Shop Finished - Incomplete,Material+Cartridge,12/10/2018,,1,#REF!,Complete,Others,FALSE,Others,- ,0.045733333,0:02:30,2.744,300,1,2.74,300.00,,- ,- ,Machine Shop Finished,,0,1,
74877-1,,BALA,Replacement,FALSE,74877,Regular,1,1,560,560,L10-8 - REPLACE,BBRLED-400-80-35-FL-8-W-UNV-DP-1-DF,15/10/2018,4.635,Machine Shop Finished,FIXTURE DAMAGE DURING TRANSPORT.,Picked - Complete,09/10/2018,11/10/2018,FALSE,,C - Small,12,1,2,Picked - Complete,Picked - Complete,Picked - Complete,NO,Machine Shop Finished - Incomplete,+Cartridge,12/10/2018,,1,#REF!,Complete,0,FALSE,0,- ,0.07725,0:04:13,4.635,560,1,4.64,560.00,,- ,- ,Machine Shop Finished,,0,1,
74698-1,,BALA,Regular,FALSE,74698,Regular,1,5,0,1275,A,WWR-SL-1000-80-40-2-W-UNV-DP-1-TB9,15/10/2018,19.28,Machine Shop Finished,,Picked - Complete,10/9/2018,10/11/2018,FALSE,,C - Small,12,5,5,Picked - Complete,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,12/10/2018,,1,#REF!,Complete,0,FALSE,0,- ,0.321333333,0:17:33,3.856,255,5,19.28,1275.00,,- ,- ,Machine Shop Finished,,0,5,
74335-2,,BALA,Regular,FALSE,74335,High Priority,2,2,0,640,CH3,BBSLED-1000-80-35-SO-4-W-120-DP-1-S,15/10/2018,8.872,Machine Shop Finished,Order has been swapped - Must ship no later than October 15th,Picked - Complete,28/09/2018,11/10/2018,FALSE,,A - Regular,12,2,2,Picked - Complete,,Picked - Complete,OK,Machine Shop Finished -Ready,,12/10/2018,,1,#REF!,Complete,0,FALSE,0,- ,0.147866667,0:08:04,4.436,320,2,8.87,640.00,,- ,- ,Machine Shop Finished,,0,2,
74335-3,,BALA,Regular,FALSE,74335,High Priority,3,3,0,1560,CH3/EM,BBSLED-1000-80-35-SO-4-W-120-DP-1-S-B1(BSL310LP),15/10/2018,25.116,Machine Shop Finished,Order has been swapped - Must ship no later than October 15th,Picked - Complete,28/09/2018,11/10/2018,FALSE,,A - Regular,12,3,3,Picked - Complete,,Picked - Complete,OK,Machine Shop Finished -Ready,,12/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,0.4186,0:22:51,8.372,520,3,25.12,1560.00,,- ,- ,Machine Shop Finished,,0,3,
74312-2,,BALA,Regular,FALSE,74312,Regular,2,2,0,850,L21-4,BMR-S-FL-4-EX4-T8-1-W-UNV-E-1-TB15,15/10/2018,3.902,Machine Shop Finished,,Picked - Complete,09/10/2018,11/10/2018,FALSE,,C - Small,12,2,2,Picked - Complete,,Picked - Complete,OK,Machine Shop Finished -Ready,,12/10/2018,,1,#REF!,Complete,0,FALSE,0,- ,0.065033333,0:03:33,1.951,425,2,3.90,850.00,,- ,- ,Machine Shop Finished,,0,2,
74191-1,,BALA,Regular,FALSE,74191,Regular,1,2,0,2880,F9-500 BLVD,BBWDILED-500-500-80-30-ASO-16-AP-UNV-DP-1,15/10/2018,42.904,Machine Shop Finished,10/19 latest,Picked - Complete,09/10/2018,,FALSE,,A - Regular,12,4,16,,,Picked - Complete,OK,Machine Shop Finished -Ready,,12/10/2018,,1,0,Partial Order,0,FALSE,0,- ,0.715066667,0:39:03,10.726,720,4,42.90,2880.00,,- ,- ,Machine Shop Finished,,0,4,
74191-2,,BALA,Regular,FALSE,74191,Regular,2,1,0,912,F10-500 BLVD,BBWDLED-500-80-30-ASO-16-AP-UNV-DP-1,15/10/2018,13.813,Machine Shop Finished,10/19 latest,Picked - Complete,43382,,FALSE,,A - Regular,12,2,4,,,Picked - Complete,OK,Machine Shop Finished -Ready,,12/10/2018,,0,0,Partial Order,0,FALSE,0,- ,0.230216667,0:12:34,6.9065,456,2,13.81,912.00,,- ,- ,Machine Shop Finished,,0,2,
74191-3,,BALA,Regular,FALSE,74191,Regular,3,1,0,600,F11A-500 BLVD,BMRLED-500-80-30-ASO-10-W-UNV-DP-1-ST,15/10/2018,8.676,Machine Shop Started,10/19 latest,Picked - Complete,09/10/2018,,FALSE,,A - Regular,12,1,3,,,Picked - Complete,OK,Machine Shop Started,Housing,,,0,0,Partial Order,0,FALSE,0,- ,0.1446,0:07:54,8.676,600,1,8.68,600.00,,- ,- ,Machine Shop Started,,0,1,
75064-1,,BALA,Regular,FALSE,75064,Regular,1,4,0,1300,LT-01,DAYC-24-S-T8-2-W-UNV-E-1-TG9,24/10/2018,8.584,Scheduled/Released,,,,,FALSE,,A - Regular,10,4,4,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0.143066667,0:08:35,2.146,325,4,8.58,1300.00,,- ,- ,Scheduled/Released,,0,4,
74191-4,,BALA,Regular,FALSE,74191,Regular,4,1,0,1200,F11B-500 BLVD,BMRLED-500-80-30-ASO-20-W-UNV-DP-1-ST,15/10/2018,15.604,Machine Shop Started,10/19 latest,Picked - Complete,09/10/2018,,FALSE,,A - Regular,12,2,5,,,Picked - Complete,OK,Machine Shop Started,Housing,,,0,0,Partial Order,0,FALSE,0,- ,0.260066667,0:14:12,7.802,600,2,15.60,1200.00,,- ,- ,Machine Shop Started,,0,2,
74162-1,,BALA,Regular,FALSE,74162,High Priority,1,4,0,2950,A-12',L2W-PL-12'-T8-2-W-0-BK-UNV-E-1,15/10/2018,25.928,Machine Shop Started,***MUST MUST SHIP OCT 15TH ***,,10/9/2018,10/11/2018,FALSE,,A - Regular,12,4,12,,,Picked - Complete,NO,Machine Shop Started,+lens,,,0,0,Partial Order,0,FALSE,0,- ,0.432133333,0:23:36,6.482,737.5,4,25.93,2950.00,,- ,- ,Machine Shop Started,,0,4,
75028-1,,BALA,Regular,FALSE,75028,Regular,1,5,0,825,D,DIALED-22-3000-90-30-VL-W-120-DP-1-ST,25/10/2018,14.45,Scheduled/Released,CAN SHIP NO LATER THAN OCT 29TH,,,,FALSE,,C - Small,10,5,5,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0.240833333,0:14:27,2.89,165,5,14.45,825.00,,- ,- ,Scheduled/Released,,0,5,
75028-2,,BALA,Regular,FALSE,75028,Regular,2,2,0,690,DEM,DIALED-22-3000-90-30-VL-W-120-DP-1-ST-B1(BSL310LP),25/10/2018,12.52,Scheduled/Released,CAN SHIP NO LATER THAN OCT 29TH,,,,FALSE,,C - Small,10,2,2,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.208666667,0:12:31,6.26,345,2,12.52,690.00,,- ,- ,Scheduled/Released,,0,2,
74162-2,,BALA,Regular,FALSE,74162,High Priority,2,2,0,1045,B-8',L2W-PL-8'-T8-2-W-0-BK-UNV-E-1,15/10/2018,10.172,Machine Shop Started,***MUST MUST SHIP OCT 15TH ***,,10/9/2018,43384,FALSE,,A - Regular,12,2,4,,,Picked - Complete,NO,Machine Shop Started,+lens,,,0,0,Partial Order,0,FALSE,0,- ,0.169533333,0:09:15,5.086,522.5,2,10.17,1045.00,,- ,- ,Machine Shop Started,,0,2,
74162-3,,BALA,Regular,FALSE,74162,High Priority,3,2,0,615,C-4',L2W-PL-4'-T8-2-W-0-BK-UNV-E-1,15/10/2018,7.444,Machine Shop Started,***MUST MUST SHIP OCT 15TH ***,,09/10/2018,11/10/2018,FALSE,,A - Regular,12,2,2,,,Picked - Complete,NO,Machine Shop Started,+lens,,,0,0,Partial Order,0,FALSE,0,- ,0.124066667,0:06:46,3.722,307.5,2,7.44,615.00,,- ,- ,Machine Shop Started,,0,2,
74083-1,,BALA,Regular,FALSE,74083,Regular,1,8,0,3520,F1-4',BBRLED-500-80-35-FL-4-CB21246(2)-W-UNV-DP-2-TG9,15/10/2018,396.344,Machine Shop Started,,Picked - Complete,,11/10/2018,FALSE,,C - Small,12,8,16,Picked - Complete,Picked - Complete,,OK,Machine Shop Started,Housing,,,1,1,Partial Order,0,FALSE,0,- ,6.605733333,6:00:40,49.543,440,8,396.34,3520.00,,- ,- ,Machine Shop Started,,0,8,
73993-1,,BALA,Regular,FALSE,73993,High Priority,1,2,0,1334,A3-6',WBRLED-500-80-35-S-6-W-UNV-DP-1-DS,15/10/2018,17.58,Machine Shop Finished,,Picked - Complete,09/10/2018,11/10/2018,FALSE,,C - Small,12,2,2,Picked - Complete,,Picked - Complete,OK,Machine Shop Finished -Ready,,12/10/2018,,1,#REF!,Complete,0,FALSE,0,- ,0.293,0:16:00,8.79,667,2,17.58,1334.00,,- ,- ,Machine Shop Finished,,0,2,
73993-2,,BALA,Regular,FALSE,73993,High Priority,2,1,0,1525,A6-16',"BRLED-750-80-35-FL-16' 8""-W-UNV-DP-1+E(1)-DS",15/10/2018,18.803,Machine Shop Finished,,Picked - Complete,09/10/2018,,FALSE,,C - Small,12,2,5,,,Picked - Complete,OK,Machine Shop Finished -Ready,,12/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,0.313383333,0:17:07,9.4015,762.5,2,18.80,1525.00,,- ,- ,Machine Shop Finished,,0,2,
73894-1,,BALA,Regular,FALSE,73894,High Priority,1,1,0,220,BX-4',SCR-500-80-30-FL-4-BLK-277-DP-1-DB,15/10/2018,3.067,Machine Shop Finished,,Picked - Complete,,,FALSE,,C - Small,12,1,1,,Picked - Complete,,NO,Machine Shop Finished - Incomplete,Material,12/10/2018,,1,#REF!,Complete,0,FALSE,0,- ,0.051116667,0:02:47,3.067,220,1,3.07,220.00,,- ,- ,Machine Shop Finished,,0,1,
74966-1,,BALA,Regular,FALSE,74966,High Priority,1,19,0,7163,LT02-6,BRLED-750-90-35-FL-6-W-UNV-DP-1-TG9-CP,17/10/2018,188.062,Machine Shop Finished,,Picked - Complete,08/10/2018,,TRUE,,A - Regular,4,19,38,,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,12/10/2018,,1,#REF!,Complete,Others,TRUE,,74966-1,3.134366667,2:51:08,9.898,377,19,188.06,7163.00,,0,12/10/2018,Wiring Started,,0,19,
74966-2,,BALA,Regular,FALSE,74966,High Priority,2,4,0,3018.64,LT02-12,BRLED-750-90-35-FL-12-W-UNV-DP-1-TG9-CP,17/10/2018,56.752,Machine Shop Finished,,Picked - Complete,08/10/2018,,FALSE,,A - Regular,4,4,12,,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,12/10/2018,,0,#REF!,Complete,0,FALSE,0,74966-2,0.945866667,0:51:39,14.188,754.66,4,56.75,3018.64,,0,12/10/2018,Wiring Started,,0,4,
74966-3,,BALA,Regular,FALSE,74966,High Priority,3,4,0,2012,LT03A-8,BRLED-750-90-35-FL-8-W-UNV-DP-1-TG9-CP,17/10/2018,39.592,Machine Shop Finished,,Picked - Complete,10/8/2018,,FALSE,,A - Regular,4,4,8,,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,12/10/2018,,0,#REF!,Complete,0,FALSE,0,74966-3,0.659866667,0:36:02,9.898,503,4,39.59,2012.00,,0,12/10/2018,Wiring Started,,0,4,
74966-4,,BALA,Regular,FALSE,74966,High Priority,4,15,0,15088.35,LT03A-16,BRLED-750-90-35-FL-16-W-UNV-DP-1-TG9-CP,17/10/2018,306.66,Machine Shop Finished,,Picked - Complete,08/10/2018,,FALSE,,A - Regular,4,30,60,,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,12/10/2018,,0,#REF!,Complete,0,FALSE,0,74966-4,5.111,4:39:04,10.222,502.945,30,306.66,15088.35,,0,12/10/2018,Wiring Started,,0,30,
74966-5,,BALA,Regular,FALSE,74966,High Priority,5,2,0,1293.98,LT04A-8',BBPRLED-750-90-35-FL-8-W-UNV-DP-1-TG9-CP,17/10/2018,16.414,Machine Shop Finished,,Picked - Complete,08/10/2018,,TRUE,,A - Regular,4,2,4,,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,12/10/2018,,0,#REF!,Complete,Others,TRUE,,74966-5,0.273566667,0:14:56,8.207,646.99,2,16.41,1293.98,,0,12/10/2018,Wiring Started,,0,2,
74966-6,,BALA,Regular,FALSE,74966,High Priority,6,1,0,1131.99,LT04A-14',BBPRLED-750-90-35-FL-14-W-UNV-DP-1-TG9-CP,17/10/2018,17.063,Machine Shop Finished,,Picked - Complete,08/10/2018,,FALSE,,A - Regular,4,2,3,,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,12/10/2018,,0,#REF!,Complete,0,FALSE,0,74966-6,0.284383333,0:15:32,8.5315,565.995,2,17.06,1131.99,,0,12/10/2018,Wiring Started,,0,2,
74966-7,,BALA,Regular,FALSE,74966,High Priority,7,2,0,2587.96,LT04A-16',BBPRLED-750-90-35-FL-16-W-UNV-DP-1-TG9-CP,17/10/2018,34.126,Machine Shop Finished,,Picked - Complete,08/10/2018,,FALSE,,A - Regular,4,4,8,,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,12/10/2018,,0,#REF!,Complete,0,FALSE,0,74966-7,0.568766667,0:31:03,8.5315,646.99,4,34.13,2587.96,,0,12/10/2018,Wiring Started,,0,4,
74966-8,,BALA,Regular,FALSE,74966,High Priority,8,2,0,1293.98,LT04B-8,BBPRLED-1000-90-35-FL-8-W-UNV-DP-1-TG9-CP,17/10/2018,16.414,Machine Shop Finished,,Picked - Complete,08/10/2018,,FALSE,,A - Regular,4,2,4,,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,12/10/2018,,0,#REF!,Complete,0,FALSE,0,74966-8,0.273566667,0:14:56,8.207,646.99,2,16.41,1293.98,,0,12/10/2018,Wiring Started,,0,2,
74954-1,,BALA,Regular,FALSE,74954,High Priority,1,10,0,2025,L2-3',SCR-500-90-35-FL-3-W-UNV-DP-1-TB15,25/10/2018,50.28,Scheduled/Released,,,,,FALSE,,A - Regular,15,10,10,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0.838,0:45:45,5.028,202.5,10,50.28,2025.00,,- ,- ,Scheduled/Released,,0,10,
74954-2,,BALA,Regular,FALSE,74954,High Priority,2,19,0,7182,L2-6',SCR-500-90-35-FL-6-W-UNV-DP-1-TB15,25/10/2018,154.166,Scheduled/Released,,,,,FALSE,,A - Regular,15,19,19,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,2.569433333,2:20:17,8.114,378,19,154.17,7182.00,,- ,- ,Scheduled/Released,,0,19,
73868-2,,BALA,Regular,FALSE,73868,Regular,2,1,0,600,B8,B6DLED-750-80-35-SO-8-W-120-DP-1-CT15(36),15/10/2018,7.699,Machine Shop Finished,,Picked - Complete,09/10/2018,11/10/2018,FALSE,,C - Small,12,1,2,Picked - Complete,,Picked - Complete,OK,Machine Shop Finished -Ready,,12/10/2018,,1,#REF!,Complete,0,FALSE,0,- ,0.128316667,0:07:00,7.699,600,1,7.70,600.00,,- ,- ,Machine Shop Finished,,0,1,
73699-25,,BALA,Regular,FALSE,73699,Regular,25,2,0,660,VE-C-6,BSLED-500-90-35-SO-6-W-UNV-DP-1-S,15/10/2018,13.996,Machine Shop Finished,,Picked - Complete,,11/10/2018,FALSE,,A - Regular,12,2,2,Picked - Complete,,,OK,Machine Shop Finished -Ready,,12/10/2018,,1,#REF!,Complete,0,FALSE,0,- ,0.233266667,0:12:44,6.998,330,2,14.00,660.00,,- ,- ,Machine Shop Finished,,0,2,
73699-26,,BALA,Regular,FALSE,73699,Regular,26,1,0,220,VE-C-4,BSLED-500-90-35-SO-4-W-UNV-DP-1-S,15/10/2018,4.186,Machine Shop Finished,,Picked - Complete,,43384,FALSE,,A - Regular,12,1,1,Picked - Complete,,,OK,Machine Shop Finished -Ready,,12/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,0.069766667,0:03:49,4.186,220,1,4.19,220.00,,- ,- ,Machine Shop Finished,,0,1,
74931-1,,BALA,Regular,FALSE,74931,Regular,1,23,0,7199,A1,POLED-14-4000-80-35-VL-W-UNV-DP-1-TG9,25/10/2018,55.89,Scheduled/Released,NO LATER THAN NOVEMBER 2ND,,,,FALSE,,A - Regular,10,23,23,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0.9315,0:55:53,2.43,313,23,55.89,7199.00,,- ,- ,Scheduled/Released,,0,23,
72315-1,,BALA,Regular,FALSE,72315,Regular,1,1,0,2960,A-24',SCDIPAT-SQ-90(4)-400-700-80-35-NO-FL-24-NL-W-UNV-DP-1-CA(36),15/10/2018,18.63,Machine Shop Started,,Picked - Complete,08/10/2018,11/10/2018,FALSE,,C - Small,12,4,8,Picked - Complete,Picked - Complete,Picked - Complete,NO,Machine Shop Started,Material+lensHousing,,,1,1,Partial Order,0,FALSE,0,- ,0.3105,0:16:57,4.6575,740,4,18.63,2960.00,,- ,- ,Machine Shop Started,,0,4,
69535-1,,BALA,Regular,FALSE,69535,Regular,1,4,0,1920,V,SCD-500-80-35-0.5M-6-W-UNV-DP-1-CA(156),15/10/2018,31.464,Machine Shop Finished,"REQUIRED ON SITE OCT 22/18, NOT EARLIER!",Picked - Complete,,10/11/2018,FALSE,,C - Small,12,4,4,Picked - Complete,Picked - Complete,,NO,Machine Shop Finished - Incomplete,Material,12/10/2018,,1,#REF!,Complete,0,FALSE,0,- ,0.5244,0:28:38,7.866,480,4,31.46,1920.00,,- ,- ,Machine Shop Finished,,0,4,
75159-1,,BALA,Replacement,FALSE,75159,Regular,1,1,6467,6467,LP4E-40',BBLED2-SL-640-320-80-30-SO-40-W-277-O(SR)-2-CA(72)-B1(BSL310LP)-F-DOS(4),16/10/2018,73.243,Machine Shop Finished,,Picked - Complete,11/10/2018,,TRUE,,C - Small,12,4,16,,,Picked - Complete,NO,Machine Shop Finished - Incomplete,Material+Cartridge,12/10/2018,,1,#REF!,Complete,Shortage,TRUE,,- ,1.220716667,1:06:39,18.31075,1616.75,4,73.24,6467.00,,- ,- ,Machine Shop Finished,,0,4,
75144-1,,BALA,Regular,FALSE,75144,High Priority,1,2,0,1080,D1-7’6’’,"CCH-SL-700-80-35-CL(7'6"")-W-347-DP-1-C",16/10/2018,11.628,Machine Shop Started,Very urgent order- MUST SHIP OCT 16TH,Picked - Complete,,,FALSE,,C - Small,12,2,4,,,,NO,Machine Shop Started,Material+Cartridge,,,1,1,Partial Order,0,FALSE,0,- ,0.1938,0:10:35,5.814,540,2,11.63,1080.00,,- ,- ,Machine Shop Finished,,0,2,
74917-1,,BALA,Regular,FALSE,74917,Regular,1,1,1115,1115,L,ZELED-SL 50/50-1050-90-35-MSO-12-AP-UNV-MD-1-CA(120),18/10/2018,16.124,Machine Shop Started,,,,,FALSE,,C - Small,4,1,4,,,,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,1,1,Partial Order,0,FALSE,0,- ,0.268733333,0:14:40,16.124,1115,1,16.12,1115.00,,- ,- ,Machine Shop Started,,0,1,
74916-1,,BALA,Regular,FALSE,74916,Regular,1,3,0,1417.5,R1E,SKSLED-22-1200-80-40-GL-FL-UNV-DP-1-TB9-B1(BSL310LP),24/10/2018,16.902,Scheduled/Released,,,,,FALSE,,A - Regular,10,3,3,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0.2817,0:16:54,5.634,472.5,3,16.90,1417.50,,- ,- ,Scheduled/Released,,0,3,
74912-1,,BALA,Regular,FALSE,74912,Priority,1,6,0,1734,F3-4',BBRLED-500-80-35-FL-4-W-UNV-DP-1-TG9,24/10/2018,14.496,Scheduled/Released,,Picked - Complete,,,FALSE,,A - Regular,4,6,6,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0.2416,0:13:11,2.416,289,6,14.50,1734.00,,- ,- ,Scheduled/Released,,0,6,
74912-2,,BALA,Regular,FALSE,74912,Priority,2,58,0,29348,F3B-7',BBRLED-500-80-35-FL-7-W-UNV-DP-1-TG9,24/10/2018,268.83,Scheduled/Released,,Picked - Complete,,,FALSE,,A - Regular,4,58,116,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,4.4805,4:04:38,4.635,506,58,268.83,29348.00,,- ,- ,Scheduled/Released,,0,58,
74912-3,,BALA,Regular,FALSE,74912,Priority,3,69,0,39882,F3C-8',BBRLED-500-80-35-FL-8-W-UNV-DP-1-TG9,24/10/2018,319.815,Scheduled/Released,,Picked - Complete,,,FALSE,,A - Regular,4,69,138,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,5.33025,4:51:02,4.635,578,69,319.82,39882.00,,- ,- ,Scheduled/Released,,0,69,
74912-4,,BALA,Regular,FALSE,74912,Priority,4,27,0,23409,F3D-12',BBRLED-500-80-35-FL-12-W-UNV-DP-1-TG9,24/10/2018,174.96,Scheduled/Released,,Picked - Complete,,,FALSE,,A - Regular,4,27,81,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,2.916,2:39:13,6.48,867,27,174.96,23409.00,,- ,- ,Scheduled/Released,,0,27,
74912-5,,BALA,Regular,FALSE,74912,Priority,5,3,0,3468,F3E-16',BBRLED-500-80-35-FL-16-W-UNV-DP-1-TG9,24/10/2018,29.757,Scheduled/Released,,Picked - Complete,,,FALSE,,A - Regular,4,6,12,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.49595,0:27:05,4.9595,578,6,29.76,3468.00,,- ,- ,Scheduled/Released,,0,6,
75144-2,,BALA,Regular,FALSE,75144,High Priority,2,2,0,1410,D1-9’8’’,"CCH-SL-700-80-35-CL(9'8"")-W-347-DP-1-C",16/10/2018,15.228,Machine Shop Started,Very urgent order- MUST SHIP OCT 16TH,Picked - Complete,,,FALSE,,C - Small,12,4,6,,,,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,- ,0.2538,0:13:51,3.807,352.5,4,15.23,1410.00,,- ,- ,Machine Shop Finished,,0,4,
74780-1,,BALA,Regular,FALSE,74780,Regular,1,2,0,880,F14-L,B6RLED-750-80-35-FL-8-W-120-DP-1-DF-CP-C(FROSTED LENS),16/10/2018,19.342,Machine Shop Finished,,Picked - Complete,11/10/2018,,FALSE,,C - Small,12,2,4,,,Picked - Complete,NO,Machine Shop Finished - Incomplete,Material+Cartridge,12/10/2018,,1,#REF!,Complete,0,FALSE,0,- ,0.322366667,0:17:36,9.671,440,2,19.34,880.00,,- ,- ,Machine Shop Finished,,0,2,
74519-1,,BALA,Regular,FALSE,74519,Regular,1,4,0,2240,NR8,BBRLED-1000-90-35-FL-8-W-UNV-DP-1-ST,16/10/2018,18.54,Machine Shop Finished,,Picked - Complete,11/10/2018,,FALSE,,C - Small,12,4,8,,,Picked - Complete,NO,Machine Shop Finished - Incomplete,Material,12/10/2018,,1,#REF!,Complete,0,FALSE,0,- ,0.309,0:16:52,4.635,560,4,18.54,2240.00,,- ,- ,Machine Shop Finished,,0,4,
74882-1,,BALA,Regular,FALSE,74882,Regular,1,1,0,10240,F40 #261 128’,BBPRLED-400-80-35-RG3-128-W-277-DP-1-DS,25/10/2018,54.421,Scheduled/Released,,,,,FALSE,,A - Regular,4,11,32,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0.907016667,0:49:31,4.947363636,930.9090909,11,54.42,10240.00,,- ,- ,Scheduled/Released,,0,11,
74882-2,,BALA,Regular,FALSE,74882,Regular,2,1,0,8320,F40 #262 104’,BBPRLED-400-80-35-RG3-104-W-277-DP-1-DS,25/10/2018,44.129,Scheduled/Released,,,,,FALSE,,A - Regular,4,9,26,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.735483333,0:40:09,4.903222222,924.4444444,9,44.13,8320.00,,- ,- ,Scheduled/Released,,0,9,
74882-3,,BALA,Regular,FALSE,74882,Regular,3,1,0,3200,F40A #263 40’,BBPRLED-750-80-35-RG3-40-W-277-DP-1-DS,25/10/2018,16.855,Scheduled/Released,,,,,FALSE,,A - Regular,4,4,10,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.280916667,0:15:20,4.21375,800,4,16.86,3200.00,,- ,- ,Scheduled/Released,,0,4,
